t,S,I,R,Re
38.0,211.71168667622007,19.18924751352431,769.0990658102564,0.4234233733524398
38.1,211.5085572783633,18.912645723542987,769.5787969980945,0.42301711455672625
38.2,211.30854795779814,18.63983890101958,770.0516131411831,0.42261709591559593
38.3,211.11161009318104,18.370780793111177,770.5176091137085,0.42222322018636177
38.4,210.9176958375859,18.105425528878527,770.9768786335363,0.4218353916751715
38.5,210.7267581058504,17.843727622392066,771.4295142717583,0.42145351621170046
38.6,210.53875056213087,17.585641975551788,771.8756074623182,0.4210775011242614
38.7,210.3536276076626,17.331123880631274,772.315248511707,0.4207072552153248
38.8,210.17134436872215,17.080129022555923,772.7485266087227,0.42034268873744396
38.9,209.99185668478904,16.832613480925115,773.1755298342866,0.41998371336957774
39.0,209.8151210969032,16.58853373178783,773.5963451713097,0.41963024219380607
39.1,209.64109483621544,16.34784664918089,774.0110585146044,0.4192821896724305
39.2,209.469735812728,16.11050950643881,774.419754680834,0.4189394716254557
39.3,209.3010026042219,15.876479977283948,774.822517418495,0.4186020052084435
39.4,209.13485444536835,15.645716136705419,775.219429417927,0.41826970889073634
39.5,208.97125121702118,15.418176461634955,775.6105723213446,0.417942502434042
39.6,208.81015343568754,15.193819831427716,775.9960267328855,0.41762030687137475
39.7,208.65152224317382,14.972605528155754,776.3758722286713,0.4173030444863473
39.8,208.495319396404,14.754493236721672,776.7501873668751,0.4169906387928077
39.9,208.34150725740787,14.539443044799748,777.1190496977932,0.4166830145148154
40.0,208.19004878347602,14.327415442611596,777.4825357739132,0.41638009756695166
