t,prey,predator
153.49,31.115593093641863,10.551167975579187
153.5,31.081047516857346,10.552345056591529
153.51,31.046532976750566,10.553485815233573
153.52,31.012049680650854,10.554590272326104
153.53,30.977597834754647,10.555658449297555
153.54,30.943177644124727,10.556690368181998
153.55,30.908789312689517,10.55768605161712
153.56,30.874433043242416,10.558645522842165
153.57,30.840109037441195,10.55956880569587
153.58,30.805817495807432,10.560455924614384
153.59,30.771558617726,10.56130690462916
153.6,30.73733260144461,10.562121771364831
153.61,30.703139644073374,10.562900551037076
153.62,30.668979941584457,10.563643270450461
153.63,30.63485368881174,10.56434995699626
153.64,30.600761079450557,10.56502063865027
153.65,30.566702306057447,10.5656553439706
153.66,30.532677560049994,10.566254102095442
153.67,30.498687031706677,10.56681694274084
153.68,30.464730910166786,10.567343896198416
153.69,30.430809383430375,10.56783499333311
153.7,30.396922638358273,10.568290265580877
153.71,30.363070860672117,10.568709744946393
153.72,30.32925423495445,10.569093464000721
153.73,30.29547294464887,10.569441455878986
153.74,30.261727172060194,10.569753754278011
153.75,30.22801709835469,10.570030393453958
153.76,30.194342903560354,10.570271408219941
153.77,30.160704766567218,10.570476833943632
153.78,30.127102865127704,10.570646706544842
153.79,30.093537375857032,10.570781062493108
153.8,30.060008474233662,10.570879938805243
153.81,30.026516334599776,10.570943373042887
153.82,29.993061130161816,10.570971403310038
153.83,29.959643032991043,10.570964068250575
153.84,29.92626221402416,10.570921407045759
153.85,29.892918843063967,10.570843459411732
153.86,29.859613088780044,10.570730265596989
153.87,29.826345118709508,10.570581866379856
153.88,29.793115099257772,10.570398303065938
153.89,29.759923195699383,10.570179617485564
153.9,29.72676957217886,10.56992585199122
153.91,29.693654391711608,10.569637049454963
153.92,29.66057781618485,10.569313253265832
153.93,29.62754000635861,10.568954507327247
153.94,29.594541121866726,10.568560856054386
153.95,29.5615813212179,10.568132344371568
153.96,29.52866076179681,10.567669017709607
153.97,29.495779599865227,10.567170922003168
153.98,29.46293799056319,10.56663810368811
153.99,29.430136087910217,10.566070609698814
154.0,29.397374044806547,10.565468487465507
154.01,29.364652013034426,10.564831784911574
154.02,29.331970143259426,10.564160550450856
154.03,29.2993285850318,10.563454832984945
154.04,29.26672748678788,10.562714681900466
154.05,29.234166995851492,10.561940147066352
154.06,29.20164725843544,10.561131278831105
154.07,29.169168419642983,10.560288128020058
154.08,29.13673062346939,10.559410745932615
154.09,29.1043340128035,10.558499184339498
154.1,29.071978729429315,10.557553495479972
154.11,29.039664914027664,10.556573732059073
154.12,29.007392706177846,10.555559947244818
154.13,28.975162244359357,10.554512194665417
154.14,28.942973665953616,10.553430528406471
154.15,28.91082710724574,10.552315003008166
154.16,28.878722703426355,10.551165673462458
154.17,28.846660588593416,10.549982595210254
154.18,28.81464089575409,10.548765824138583
154.19,28.78266375682665,10.547515416577763
154.2,28.750729302642416,10.54623142929856
154.21,28.718837662947703,10.544913919509343
154.22,28.68698896640582,10.54356294485323
154.23,28.655183340599105,10.542178563405232
154.24,28.623420912030962,10.540760833669387
154.25,28.591701806127958,10.539309814575896
154.26,28.560026147241935,10.537825565478244
154.27,28.52839405865215,10.536308146150322
154.28,28.49680566256745,10.534757616783548
154.29,28.46526108012847,10.53317403798397
154.3,28.43376043140987,10.531557470769384
154.31,28.402303835422583,10.529907976566424
154.32,28.37089141011611,10.528225617207672
154.33,28.339523272380823,10.526510454928749
154.34,28.30819953805032,10.524762552365404
154.35,28.27692032190378,10.522981972550603
154.36,28.245685737668357,10.521168778911616
154.37,28.214495898021603,10.51932303526709
154.38,28.183350914593923,10.51744480582414
154.39,28.152250897971033,10.51553415517541
154.4,28.121195957696468,10.51359114829615
154.41,28.090186202274097,10.511615850541295
154.42,28.059221739170674,10.50960832764252
154.43,28.028302674818413,10.507568645705307
154.44,27.997429114617578,10.505496871206017
154.45,27.96660116293911,10.503393070988942
154.46,27.935818923127265,10.501257312263368
154.47,27.90508249750228,10.499089662600634
154.48,27.874391987363076,10.496890189931186
154.49,27.843747492989948,10.494658962541637
154.5,27.813149113647327,10.492396049071818
154.51,27.78259694758652,10.49010151851183
154.52,27.75209109204849,10.487775440199103
154.53,27.72163164326667,10.48541788381544
154.54,27.691218696469765,10.483028919384079
